latitude,longitude,gold_present,dist_to_faults_m,inv_dist_faults,fault_density,dist_to_dykes_m,inv_dist_dykes,dyke_density,structural_corridor,dist_to_etendeka_dykes_m,inv_dist_etendeka_dykes,dist_to_deposits_m,inv_dist_deposits,deposit_density,elevation_m,elevation_code,Au_ppb,As_ppm,Cu_ppm,Ag_ppm,log_Au_ppb,log_As_ppm,log_Cu_ppm,log_Ag_ppm,Au_ppb_anomaly,As_ppm_anomaly,slope_deg,aspect_deg
-26.20331483,12.95866047,0,214445.2907,4.66E-06,0,289836.2858,3.45E-06,0,1.61E-11,213651.5435,4.68E-06,358439.8036,2.79E-06,0,600,12,0.4233046948,0.2186714849,0.8467649765,0.1914196031,-0.281245369,-0.496656796,-0.02375781624,-0.5354812376,-0.2706947529,-0.153917406,15.52636564,148.4307985
-26.20331483,13.00866047,0,209049.1334,4.78E-06,0,284406.1386,3.52E-06,0,1.68E-11,208262.9325,4.80E-06,353016.8889,2.83E-06,0,600,12,1.370516794,0.8684995183,18.51040969,0.2031117249,0.1674699886,-0.01390059096,1.269755934,-0.5183972641,-0.2410486105,-0.130405017,11.07219966,44.77979923
-26.20331483,13.05866047,0,203661.2448,4.91E-06,0,278980.7086,3.58E-06,0,1.76E-11,202883.0231,4.93E-06,347597.9862,2.88E-06,0,600,12,2.473739391,1.353887351,18.4523763,0.8144294332,0.4105645694,0.1625307582,1.268399545,-0.03884980355,-0.2065196023,-0.112842482,8.821486046,100.0305538
-26.20331483,13.10866047,0,198282.299,5.04E-06,0,273560.2765,3.66E-06,0,1.84E-11,197512.5263,5.06E-06,342183.2858,2.92E-06,0,600,12,4.105616725,0.8470577027,25.95732867,0.9535868448,0.6238296911,-0.02362355934,1.415929891,0.02267033933,-0.1554445918,-0.131180835,18.62859394,121.2098295
-26.20331483,13.15866047,0,192913.0441,5.18E-06,0,268145.1454,3.73E-06,0,1.93E-11,192152.2314,5.20E-06,336772.9906,2.97E-06,0,600,12,13.14672302,20.37622397,43.84084005,1.727101012,1.122108456,1.311249871,1.642868355,0.2617625581,0.1275267992,0.5754328085,6.757498515,189.5212559
-26.20331483,13.20866047,0,187554.3123,5.33E-06,0,262735.643,3.81E-06,0,2.03E-11,186803.0167,5.35E-06,331367.3162,3.02E-06,0,600,12,0.4238856777,0.06493219985,3.960967611,0.2305746368,-0.2807634744,-0.7826945484,0.6086295257,-0.4807304705,-0.2706765691,-0.1594800744,13.513947,72.07406335
-26.20331483,13.25866047,0,182207.032,5.49E-06,0,257332.1243,3.89E-06,0,2.13E-11,181465.8619,5.51E-06,325966.4927,3.07E-06,0,600,12,1.636084474,0.03046076672,10.3684386,0.4768619969,0.2395708533,-0.8845200735,1.01988191,-0.238928071,-0.2327367896,-0.1607273363,12.77759198,30.59322907
-26.20331483,13.30866047,0,176872.242,5.65E-06,0,251934.9744,3.97E-06,0,2.24E-11,176141.8634,5.68E-06,320570.7652,3.12E-06,0,600,12,0.3240577664,0.01604135058,5.185123334,0.2503667649,-0.3725749785,-0.9353872252,0.7230551265,-0.4554770969,-0.2738010145,-0.1612490665,3.948998852,222.8073951
-26.20331483,13.35866047,0,171551.1074,5.83E-06,0,246544.6115,4.06E-06,0,2.36E-11,170832.2512,5.85E-06,315180.3953,3.17E-06,0,600,12,2.805612777,0.7479045797,3.498364466,0.4439595401,0.4632377366,-0.07165301903,0.5561051494,-0.2644334021,-0.1961325246,-0.1347684408,8.73409103,18.85267441
-26.20331483,13.40866047,0,166244.9395,6.02E-06,0,241161.4906,4.15E-06,0,2.49E-11,165538.4096,6.04E-06,309795.6628,3.23E-06,0,600,12,3.566852608,0.7671506363,14.79893705,0.471844447,0.5642934535,-0.0619054529,1.173155285,-0.2427220918,-0.1723070007,-0.1340720707,10.4526797,182.8340552
-26.20331483,13.45866047,0,160955.2186,6.21E-06,0,235786.1079,4.24E-06,0,2.63E-11,160261.9014,6.24E-06,304416.8668,3.28E-06,0,600,12,13.34038289,2.337823297,18.01336508,0.5895587396,1.128411641,0.387002223,1.257999141,-0.1614287328,0.1335880266,-0.07724124058,16.16122205,67.66851046
-26.20331483,13.50866047,0,155683.621,6.42E-06,0,230419.0048,4.34E-06,0,2.79E-11,155004.4969,6.45E-06,299044.3276,3.34E-06,0,600,12,3.06680027,1.067829628,51.17305407,0.8758618122,0.5006206734,0.06737948922,1.709889187,-0.01061167665,-0.1879577962,-0.1231927595,18.9549186,325.6710718
-26.20331483,13.55866047,0,150432.0521,6.65E-06,0,225060.7737,4.44E-06,0,2.95E-11,149768.2077,6.68E-06,293678.3887,3.41E-06,0,600,12,7.72162728,7.684782929,15.89575969,1.974725332,0.8932971169,0.8912465072,1.204004871,0.3169606095,-0.04226955511,0.1162250127,8.577386338,340.6206889
-26.20331483,13.60866047,0,145202.6852,6.89E-06,0,219712.0638,4.55E-06,0,3.13E-11,144555.3287,6.92E-06,288319.4185,3.47E-06,0,600,12,4.873620459,2.299414017,13.31271803,1.289968977,0.6966726408,0.3801051915,1.127516795,0.1430051073,-0.1314073692,-0.07863098354,12.76397094,1.289194564
-26.20331483,13.65866047,0,139998.008,7.14E-06,0,214373.5877,4.66E-06,0,3.33E-11,139368.4866,7.18E-06,282967.8129,3.53E-06,0,600,12,1.759011147,1.008123892,3.331324495,0.4986416244,0.269281994,0.04458831855,0.5354617906,-0.2228330893,-0.2288893919,-0.125353061,13.83789659,245.4299639
-26.20331483,13.70866047,0,134820.8801,7.42E-06,0,209046.1294,4.78E-06,0,3.55E-11,134210.7002,7.45E-06,277623.998,3.60E-06,0,600,12,0.6643403093,0.06761271241,3.974875868,0.4322284166,-0.1167132363,-0.7756930458,0.6101143835,-0.2739019414,-0.2631507444,-0.1593830868,12.29812295,118.8511964
-26.20331483,13.75866047,0,129674.6011,7.71E-06,0,203730.5532,4.91E-06,0,3.79E-11,129085.4525,7.75E-06,272288.4323,3.67E-06,0,600,12,3.578709635,0.637846368,2.324440162,0.921464416,0.5656955098,-0.1320340561,0.3846114698,0.009223242027,-0.1719358958,-0.1387506197,6.272067109,33.98098687
-26.20331483,13.80866047,0,124562.9947,8.03E-06,0,198427.8141,5.04E-06,0,4.05E-11,123996.7784,8.06E-06,266961.6105,3.75E-06,0,600,12,0.6113399955,0.3690005203,23.07306046,0.4801639891,-0.1479227722,-0.3288266754,1.364983395,-0.2364492314,-0.2648095649,-0.1484781289,10.27123593,274.8168117
-26.20331483,13.85866047,0,119490.5105,8.37E-06,0,193138.9695,5.18E-06,0,4.33E-11,118949.3718,8.41E-06,261644.0665,3.82E-06,0,600,12,9.926491305,3.313510484,33.51278113,0.6540476043,1.001148982,0.533201241,1.526504448,-0.1226012355,0.02673897321,-0.04193845965,13.98943558,346.5883315
-26.20331483,13.90866047,0,114462.35,8.74E-06,0,187865.1927,5.32E-06,0,4.65E-11,113948.7167,8.78E-06,256336.3779,3.90E-06,0,600,12,2.311595313,1.116042665,7.559182467,0.8309513233,0.3823044312,0.08494881243,0.884182416,-0.03107302639,-0.2115944387,-0.1214482923,6.816946999,118.7951391
-26.20331483,13.95866047,0,109484.6201,9.13E-06,0,182607.7894,5.48E-06,0,5.00E-11,109001.2479,9.17E-06,251039.1698,3.98E-06,0,600,12,8.981594354,4.97134464,29.91323657,1.290091166,0.9581620994,0.7051231254,1.477312831,0.1430432835,-0.002834709015,0.01804608947,4.377232302,114.0883484
-26.20331483,14.00866047,0,104540.387,9.57E-06,0,177368.2155,5.64E-06,0,5.39E-11,104114.5477,9.60E-06,245753.1197,4.07E-06,0,600,12,1.681667004,0.5949753522,4.009880728,0.3766008649,0.2508265371,-0.1580305977,0.6138292185,-0.3218451739,-0.2313101332,-0.1403017993,3.016839039,48.74908902
-26.20331483,14.05866047,0,99265.95363,1.01E-05,0,172148.0989,5.81E-06,0,5.85E-11,99297.58832,1.01E-05,240478.9636,4.16E-06,0,600,12,3.556762733,5.18383965,10.87589923,0.8030008406,0.5630967823,0.7229496295,1.040440111,-0.04431184539,-0.1726227968,0.02573468568,11.15093561,242.6442097
-26.20331483,14.10866047,0,94023.25024,1.06E-05,0,166949.265,5.99E-06,0,6.37E-11,94561.02816,1.06E-05,235217.5016,4.25E-06,0,600,12,3.351301766,0.5901384352,5.029662974,0.6636647505,0.5379829337,-0.1610637852,0.7100888323,-0.1170972553,-0.1790533788,-0.1404768109,1.066201613,300.4317444
-26.20331483,14.15866047,0,88817.89584,1.13E-05,0,161773.7655,6.18E-06,0,6.96E-11,89882.34806,1.11E-05,229969.6048,4.35E-06,0,600,12,2.598555937,0.3432326921,3.15894957,0.8711084073,0.4311314248,-0.3533682143,0.5130776401,-0.01273228597,-0.2026130548,-0.1494104728,6.019709222,17.08282228
-26.20331483,14.20866047,0,83656.86257,1.20E-05,0,156623.9136,6.38E-06,0,7.63E-11,85147.46923,1.17E-05,224736.2237,4.45E-06,0,600,12,1.763570569,0.09046074738,16.322035,0.4401968618,0.2703458432,-0.7201945158,1.215426973,-0.2674479431,-0.2287466897,-0.1585563883,2.172101116,233.4886456
-26.20331483,14.25866047,0,78548.88727,1.27E-05,0,151502.3248,6.60E-06,0,8.40E-11,80516.778,1.24E-05,219518.3964,4.56E-06,0,600,12,4.024722718,2.549375363,12.29954949,2.055518684,0.6153947587,0.4231434934,1.093405906,0.3335517917,-0.1579764379,-0.06958676244,4.863731144,262.3207333
-26.20331483,14.30866047,0,73505.03197,1.36E-05,0,146411.9651,6.83E-06,0,9.29E-11,76009.31893,1.32E-05,214200.9505,4.67E-06,0,600,12,1.076631017,0.1824227541,1.735001137,0.2626785492,0.07064029248,-0.5491003163,0.2636363376,-0.4404781303,-0.25024674,-0.1552289749,7.79963629,202.7699468
-26.20331483,14.35866047,0,68539.45404,1.46E-05,0,141356.2083,7.07E-06,0,1.03E-10,71648.3537,1.40E-05,208799.7018,4.79E-06,0,600,12,0.8110420892,0.8618790383,3.097037215,1.200278046,-0.04046155863,-0.01687953951,0.5047476917,0.1140362299,-0.2585592259,-0.1306445623,2.723408969,104.3060296
-26.20331483,14.40866047,0,63670.47036,1.57E-05,0,136338.904,7.33E-06,0,1.15E-10,67462.29771,1.48E-05,203406.4619,4.92E-06,0,600,12,9.41992283,3.616723142,58.15138222,0.6662095394,0.9786334279,0.5701602118,1.765306235,-0.1156524453,0.01088423361,-0.0309674741,8.098509896,77.80705679
-26.20331483,14.45866047,0,58922.03179,1.70E-05,0,131364.4581,7.61E-06,0,1.29E-10,63485.75931,1.58E-05,198021.8851,5.05E-06,0,600,12,5.624702195,1.200963563,8.865066035,1.143527614,0.7577528992,0.1142651331,0.9525534928,0.09465543374,-0.1078997765,-0.1183756437,4.511889606,17.93752486
-26.20331483,14.50866047,0,54325.75692,1.84E-05,0,126437.9293,7.91E-06,0,1.46E-10,59760.5778,1.67E-05,192646.698,5.19E-06,0,600,12,2.903426749,0.3030198163,18.68909895,0.4130133664,0.4776170443,-0.3946735992,1.273905953,-0.2898713193,-0.1930711121,-0.1508654743,9.802838709,65.27736617
-26.20331483,14.55866047,0,49923.69077,2.00E-05,0,121565.1433,8.23E-06,0,1.65E-10,56336.63713,1.78E-05,187281.709,5.34E-06,0,600,12,14.3699997,10.03865689,14.02797646,0.7875734675,1.160468522,1.005980426,1.150079963,-0.05179568872,0.1658132976,0.2013940075,6.115057631,351.0687617
-26.20331483,14.60866047,0,45771.90115,2.18E-05,0,116752.8294,8.57E-06,0,1.87E-10,53272.05371,1.88E-05,181927.8203,5.50E-06,0,600,12,2.07972498,0.5904544999,11.68670035,0.4100394969,0.3384017013,-0.1608649356,1.071392243,-0.2923961914,-0.2188515894,-0.1404653749,15.2080753,212.3808533
-26.20331483,14.65866047,0,41944.77286,2.38E-05,0,112008.7822,8.93E-06,0,2.13E-10,50564.06881,1.98E-05,176586.0415,5.66E-06,0,600,12,10.20326181,3.996019558,32.4060953,0.7988833241,1.012974736,0.6123620217,1.511964804,-0.04629667642,0.03540142374,-0.01724358958,12.12519337,58.30484674
-26.20331483,14.70866047,0,38539.14899,2.59E-05,0,107342.0532,9.32E-06,0,2.42E-10,48320.43561,2.07E-05,171257.5059,5.84E-06,0,600,12,3.240045144,1.776806523,7.072547062,0.4562451621,0.5237523368,0.2734195042,0.8556734065,-0.2547337533,-0.1825355236,-0.09754021807,4.705576186,240.535161
-26.20331483,14.75866047,0,35675.94483,2.80E-05,0,102763.1768,9.73E-06,0,2.73E-10,46632.70248,2.14E-05,165943.4892,6.03E-06,0,600,12,0.9755864269,0.3812978335,5.917996721,1.510127259,0.03164531311,-0.3175860933,0.7794519468,0.2068602026,-0.2534092654,-0.1480331816,13.75432316,258.6023196
-26.20331483,14.80866047,0,33494.55291,2.99E-05,0,98284.43221,1.02E-05,0,3.04E-10,45562.6863,2.19E-05,160645.4321,6.22E-06,0,600,12,17.25515615,2.210197092,35.44478354,2.0292308,1.239428526,0.3636490328,1.550775874,0.3282227397,0.2561138327,-0.08185907303,3.404944996,140.9327044
-26.20331483,14.85866047,0,32134.12687,3.11E-05,0,93920.14546,1.06E-05,0,3.31E-10,45154.32234,2.21E-05,155364.9675,6.44E-06,0,600,12,7.321551727,3.694626211,11.45681933,0.8116742856,0.8704947188,0.5791690023,1.062838324,-0.04016029458,-0.05479124573,-0.02814874794,13.54420366,193.7582138
-26.20331483,14.90866047,0,31700.53855,3.15E-05,0,89687.02712,1.11E-05,0,3.52E-10,45425.45838,2.20E-05,150103.952,6.66E-06,0,600,12,2.408749517,1.639018433,8.753696527,1.103601779,0.3994573019,0.2403041853,0.9471246318,0.08048282081,-0.2085536758,-0.1025257327,19.30458118,137.1749868
-26.20331483,14.95866047,0,32231.21437,3.10E-05,0,85604.5381,1.17E-05,0,3.62E-10,46364.17487,2.16E-05,144864.5045,6.90E-06,0,600,12,5.625327419,2.416444523,7.43453142,2.684942412,0.7578003281,0.4007873604,0.8770562483,0.4448162191,-0.1078802081,-0.07439652973,12.15475536,93.65393596
-26.20331483,15.00866047,0,33680.60591,2.97E-05,0,81695.26334,1.22E-05,0,3.63E-10,47931.26489,2.09E-05,139649.0528,7.16E-06,0,50,1,1.815504013,1.023778874,9.769699529,1.046091643,0.2822830661,0.05068086337,0.9943039313,0.0592193459,-0.2271212604,-0.124786625,4.414260793,138.3297752
-26.20331483,15.05866047,0,35937.72738,2.78E-05,0,77985.25606,1.28E-05,0,3.57E-10,50067.76006,2.00E-05,134460.389,7.44E-06,0,250,3,6.228779458,3.855550418,39.36523501,1.907622793,0.8013199619,0.5972069245,1.596214693,0.3026821178,-0.0889931762,-0.02232611125,9.005033639,313.1437727
-26.20331483,15.10866047,0,38351.22499,2.61E-05,0,74504.29029,1.34E-05,0,3.50E-10,52704.45939,1.90E-05,129301.7381,7.73E-06,0,250,3,0.2488102963,0.05016998573,1.311382899,0.6369629986,-0.4574107039,-0.8234168605,0.1496448511,-0.1325543166,-0.2761561335,-0.1600142079,8.119176568,196.1638225
-26.20331483,15.15866047,0,32824.17679,3.05E-05,0,71285.92695,1.40E-05,0,4.27E-10,55770.46246,1.79E-05,124176.8406,8.05E-06,0,350,4,0.9804802381,0.1904280184,3.754328509,1.060835762,0.03361682809,-0.5369614884,0.5859487273,0.06477077888,-0.2532560974,-0.1549393246,6.477498495,124.6680542
-26.20331483,15.20866047,0,27306.44073,3.66E-05,0,68367.26183,1.46E-05,0,5.36E-10,59165.29006,1.69E-05,119090.0542,8.40E-06,0,350,4,7.241415666,20.1135306,3.497974522,1.530626998,0.8657798142,1.305642176,0.5560580837,0.2123546285,-0.0572993694,0.5659279112,9.012057517,213.9715517
-26.20331483,15.25866047,0,21805.08722,4.59E-05,0,65788.19499,1.52E-05,0,6.97E-10,62844.88465,1.59E-05,114046.4785,8.77E-06,0,450,5,2.125112335,2.397373329,14.64016537,0.3860114084,0.3473519413,0.3974834693,1.168502356,-0.3133535362,-0.2174310417,-0.0750865728,9.433748905,84.22887373
-26.20331483,15.30866047,0,16336.67507,6.12E-05,0,63590.05983,1.57E-05,0,9.63E-10,66783.47479,1.50E-05,109052.1093,9.17E-06,0,450,5,3.417433927,0.9757714721,3.429458674,1.607482193,0.5462259483,0.03172002323,0.5477081012,0.2323561832,-0.1769835536,-0.1265236518,13.39783199,108.7802032
-26.20331483,15.35866047,0,10950.66554,9.13E-05,0,61079.42506,1.64E-05,0,1.49E-09,70937.93403,1.41E-05,104114.0279,9.60E-06,0,550,6,0.7988094988,0.4737787841,8.908063471,0.4963272139,-0.04633234653,-0.2412555142,0.9546314376,-0.2245153708,-0.2589420854,-0.1446869916,12.98531282,80.31700052
-26.20331483,15.40866047,0,5878.111874,0.0001700937185,0.003183098862,58847.00501,1.70E-05,0,2.89E-09,75271.72616,1.33E-05,99240.63719,1.01E-05,0,550,6,29.40830129,3.450024127,57.07850338,1.670508259,1.469944209,0.5502313046,1.757232784,0.248097957,0.636486795,-0.03699905766,13.97868955,319.0658085
-26.20331483,15.45866047,0,3285.167069,0.0003043058916,0.003183098862,57068.80788,1.75E-05,0,5.33E-09,79690.12251,1.25E-05,94441.95221,1.06E-05,0,550,6,23.89294712,3.933348572,67.49881814,0.4760762911,1.380083597,0.6056657564,1.829939103,-0.2395199981,0.4638655038,-0.01951118119,3.071930221,270.0412103
-26.20331483,15.50866047,0,5805.726676,0.0001722140641,0.003183098862,54395.46165,1.84E-05,0,3.17E-09,84242.52782,1.19E-05,89729.95934,1.11E-05,0,550,6,3.829637878,0.3297731326,17.52831654,0.5255608011,0.5943525313,-0.366760738,1.24621084,-0.2037304729,-0.1640822646,-0.149897473,4.122384804,288.7649159
-26.20331483,15.55866047,0,8465.283416,0.0001181155828,0.003183098862,48940.62143,2.04E-05,0,2.41E-09,88908.35934,1.12E-05,85119.05704,1.17E-05,0,550,6,2.353133799,0.9381911339,3.058503436,1.243437145,0.3897212362,0.0162773157,0.4994813536,0.1282173521,-0.2102943541,-0.1278834016,15.63486007,81.08222374
-26.20331483,15.60866047,0,10655.44148,9.38E-05,0,43509.8564,2.30E-05,0,2.16E-09,93670.66899,1.07E-05,80626.59076,1.24E-05,0,550,6,8.702229099,3.510412118,17.69597183,1.624723236,0.9445926679,0.5575567782,1.250321709,0.2367194142,-0.01157837072,-0.03481407045,8.772123466,36.38855849
-26.20331483,15.65866047,0,11644.56647,8.59E-05,0,38113.45933,2.62E-05,0,2.25E-09,98515.46628,1.02E-05,76273.49084,1.31E-05,0,550,6,21.77134347,19.28272764,36.39408075,1.943621104,1.339875461,1.287414893,1.562222429,0.310400379,0.3974628849,0.5358674009,11.1526752,347.2084149
-26.20331483,15.70866047,0,6256.655232,0.0001598042658,0.003183098862,32768.41407,3.05E-05,0,4.88E-09,103431.1605,9.67E-06,72085.01004,1.39E-05,0,450,5,11.43785101,2.772316492,34.53815419,0.5224357863,1.062124927,0.4582322918,1.539554741,-0.205905446,0.07404198514,-0.06152019977,11.02241912,166.8784178
-26.20331483,15.75866047,0,1975.737112,0.0005058841633,0.003183098862,27504.67485,3.64E-05,0,1.84E-08,108408.1078,9.22E-06,68091.53353,1.47E-05,0,550,6,85.57505882,74.4978929,97.38266137,2.210399756,1.932854411,1.872726561,1.988927377,0.36368713,2.394411654,2.533688945,7.065877174,23.17142247
-26.20331483,15.80866047,0,754.2588116,0.001324049431,0.003183098862,22379.68536,4.47E-05,0,5.92E-08,113438.2462,8.82E-06,64329.38835,1.55E-05,0,550,6,5.283545422,3.041344678,10.89002535,0.8295949471,0.7310683816,0.4971155912,1.040998694,-0.0317062456,-0.1185774086,-0.05178609313,9.599307405,356.6695267
-26.20331483,15.85866047,0,3835.907199,0.0002606265797,0.003183098862,17515.66428,5.71E-05,0,1.49E-08,118514.8032,8.44E-06,60841.50288,1.64E-05,0,550,6,2.867102016,10.04748182,10.35322906,1.0191502,0.4723324787,1.006358282,1.019250467,0.04888837675,-0.194208015,0.2017133153,7.226581334,250.0687686
-26.20331483,15.90866047,0,6758.566583,0.0001479384791,0.003183098862,13204.22938,7.57E-05,0,1.12E-08,123632.0607,8.09E-06,57677.65373,1.73E-05,0,750,8,1.268124155,2.012632977,6.939511236,0.5182227533,0.1361255105,0.3248240546,0.8475425065,-0.208855015,-0.2442533275,-0.08900743241,1.78567396,35.9230352
-26.20331483,15.95866047,0,9622.76802,0.0001039094041,0.003183098862,10173.97915,9.83E-05,0,1.02E-08,128785.1672,7.76E-06,54893.89772,1.82E-05,0,750,8,5.17843514,6.899498348,5.510842609,0.5768303162,0.7225051894,0.8450669153,0.7490280864,-0.1695201968,-0.1218671833,0.08781147005,7.373116126,252.4713471
-26.20331483,16.00866047,0,12423.4457,8.05E-05,0,9709.429947,0.0001029820518,0,8.29E-09,133969.9861,7.46E-06,52550.67339,1.90E-05,0,850,9,3.580494477,2.474337277,5.822647459,0.5536717972,0.5659061703,0.4106654455,0.7725158824,-0.1846402523,-0.1718800332,-0.07230182637,13.63517813,97.18706714
-26.20331483,16.05866047,0,15150.05408,6.60E-05,0,11884.63035,8.41E-05,0,5.55E-09,139182.9732,7.18E-06,50709.08736,1.97E-05,0,950,10,2.429858579,0.2977195727,9.812451366,0.1887419773,0.4030962445,-0.4004230359,0.9961810695,-0.5394900738,-0.2078929978,-0.1510572502,8.078587375,225.326155
-26.20331483,16.10866047,0,17962.74807,5.57E-05,0,15662.99017,6.38E-05,0,3.55E-09,144421.0785,6.92E-06,49425.24464,2.02E-05,0,950,10,6.193056375,2.486837459,8.487659625,0.7763162934,0.7988616223,0.4127691411,0.9338748227,-0.05733911336,-0.0901112485,-0.07184953882,12.57395658,304.0306108
-26.20331483,16.15866047,0,20887.07652,4.79E-05,0,13649.5257,7.33E-05,0,3.51E-09,149681.6648,6.68E-06,48743.2362,2.05E-05,0,1050,11,9.401691323,26.66185491,6.344952551,0.9319257839,0.9778009176,1.427516212,0.8092197243,0.01364846396,0.01031361819,0.8028625164,9.96065863,235.8705646
-26.20331483,16.20866047,0,24011.20203,4.16E-05,0,11095.13593,9.01E-05,0,3.75E-09,154962.4427,6.45E-06,48688.35941,2.05E-05,0,1050,11,0.5994277804,0.2981865526,1.531447681,0.220657542,-0.155257122,-0.3999134109,0.2125731509,-0.4939585408,-0.2651823971,-0.1510403537,14.94689551,43.46632156
-26.20331483,16.25866047,0,23027.4869,4.34E-05,0,10552.42345,9.48E-05,0,4.11E-09,160261.4161,6.24E-06,49262.71012,2.03E-05,0,1050,11,1.523620925,0.2007088738,14.35318192,0.4554028742,0.2104846399,-0.5218537559,1.159963469,-0.2553918771,-0.2362567092,-0.1545673378,15.80731684,91.67552447
-26.20331483,16.30866047,0,18371.5805,5.44E-05,0,11371.35364,8.79E-05,0,4.79E-09,165576.8383,6.04E-06,50444.80028,1.98E-05,0,1050,11,6.306497732,2.644121885,22.24060634,3.365795788,0.8066206768,0.4384033975,1.349094956,0.5398029696,-0.08656072519,-0.0661585984,10.92018548,300.4025572
-26.20331483,16.35866047,0,13910.9494,7.19E-05,0,10833.36981,9.23E-05,0,6.63E-09,170907.1743,5.85E-06,52193.35343,1.92E-05,0,1050,11,1.80957061,0.2015483078,10.09866308,0.4092139181,0.2809357218,-0.5206431043,1.008543245,-0.2930997345,-0.2273069659,-0.154536965,13.47259598,194.6833362
-26.20331483,16.40866047,0,9744.749877,0.0001026088308,0.003183098862,5373.717677,0.0001860562843,0,1.91E-08,176251.0712,5.67E-06,54453.82824,1.84E-05,0,1050,11,1.760064368,0.2240122024,6.809982326,1.015059877,0.2695279734,-0.4894386338,0.8394769366,0.04729818892,-0.2288564279,-0.1537241656,8.238725802,27.19132344
-26.20331483,16.45866047,0,5705.624548,0.0001752349382,0.006366197724,1330.791293,0.0007508684022,0.1018591636,1.32E-07,181607.3318,5.51E-06,57165.52874,1.75E-05,0,1050,11,33.42353806,15.13407328,24.20363047,1.505545383,1.525349848,1.18281604,1.385671153,0.2056225861,0.7621569396,0.3857588025,2.295836395,289.9588406
-26.20331483,16.50866047,0,1426.069411,0.0007007367635,0.006366197724,2451.59916,0.0004077307114,0.1527887454,2.86E-07,186974.8936,5.35E-06,52092.87276,1.92E-05,0,1150,12,5.785682494,3.631774307,3.196582869,0.9730943685,0.7697968302,0.5719153703,0.5180639974,0.03063791573,-0.1028613645,-0.03042288564,0.6102518741,13.35641885
-26.20331483,16.55866047,0,1889.139141,0.0005290615798,0.009549296586,74.62148119,0.01322375579,0.3437746771,7.00E-06,192352.8105,5.20E-06,47012.52855,2.13E-05,0,1650,17,28.67906919,3.869149263,57.42756363,2.212567604,1.459076743,0.5986974312,1.759875981,0.3640944374,0.6136630593,-0.02183407134,9.973821527,210.7497187
-26.20331483,16.60866047,0,5066.198167,0.000197347719,0.006366197724,4113.531832,0.0002430410168,0.05092958179,4.80E-08,197740.2376,5.06E-06,42051.07953,2.38E-05,0,1350,14,10.07283362,1.724737138,15.28334653,0.3190163925,1.007441942,0.2612003111,1.187050823,-0.3777689865,0.03131924105,-0.09942421749,3.407313678,277.8076604
-26.20331483,16.65866047,0,5126.37599,0.0001950315331,0.01273239545,9619.718441,0.0001039423413,0,2.03E-08,203136.4183,4.92E-06,37256.0564,2.68E-05,0,1550,16,3.006652026,0.2163714113,19.01132333,0.9593127506,0.492292611,-0.4998027681,1.28129076,0.02502419977,-0.1898403349,-0.1540006283,17.95293883,231.9138629
-26.20331483,16.70866047,0,20.95798436,0.04554152074,0.01273239545,12868.14452,7.77E-05,0,3.54E-06,208540.673,4.80E-06,32700.75209,3.06E-05,0,1650,17,36.17044659,9.523262086,18.93986182,0.909829576,1.559552903,0.9833223138,1.279663792,0.004248086205,0.8481305474,0.1827457458,5.573303389,353.2236062
-26.20331483,16.75866047,0,1590.444235,0.0006283600633,0.009549296586,16279.36144,6.14E-05,0,3.86E-08,213952.39,4.67E-06,28500.34449,3.51E-05,0,1450,15,6.276078227,0.2686104861,62.41467002,1.259106266,0.8045536367,-0.4334323142,1.795981943,0.1332534146,-0.08751280444,-0.1521104891,10.99560998,202.9921296
-26.20331483,16.80866047,0,5983.148378,0.0001671081559,0.009549296586,20609.89787,4.85E-05,0,8.11E-09,219371.0169,4.56E-06,24835.56089,4.03E-05,0,1350,14,19.98774078,4.440483144,34.63676024,1.52855824,1.302931095,0.6571020677,1.540789311,0.2118032942,0.3416391265,-0.001161795326,8.84670381,179.5495067
-26.20331483,16.85866047,0,8717.054122,0.0001147044955,0.003183098862,25393.93914,3.94E-05,0,4.52E-09,224796.054,4.45E-06,21976.02178,4.55E-05,0,1350,14,3.429463104,1.112678091,11.21057944,0.3211122351,0.5477086462,0.08374553136,1.053484854,-0.3756021403,-0.1766070607,-0.121570031,2.76588768,100.0369854
-26.20331483,16.90866047,0,11425.18239,8.75E-05,0,30421.8514,3.29E-05,0,2.88E-09,230227.0483,4.34E-06,20265.51214,4.93E-05,0,1250,13,6.935172616,0.3590138269,7.769188132,1.9930116,0.8472747578,-0.338174232,0.8959299283,0.3207716354,-0.06688426079,-0.1488394722,6.491082137,207.6468541
-26.20331483,16.95866047,0,12397.4563,8.07E-05,0,35605.20945,2.81E-05,0,2.27E-09,235663.5879,4.24E-06,20001.03575,5.00E-05,0,1250,13,7.325325617,0.8016114647,20.59960466,1.353396457,0.8707155032,-0.04498057452,1.315962051,0.1623840973,-0.05467312934,-0.1328251925,10.0909224,355.2939199
-26.20331483,17.00866047,0,15173.05856,6.59E-05,0,40023.34478,2.50E-05,0,1.65E-09,241105.2976,4.15E-06,21236.68712,4.71E-05,0,1150,12,1.711623442,0.4829412287,14.28686673,0.6480893818,0.2580679317,-0.2343752279,1.157966221,-0.1260465095,-0.2303725472,-0.1443554716,10.28220974,160.4602232
